id;class;avg;sentence;particle;verb;unigrams;all;nounsabs;subjabs;objabs;subjcase;objcase;objanimacy;subjanimacy;casegovernment;advfreq;vfreq;pvfreq
970;non-literal;4.33;'ettevaatus headbanger maapind olema ikka liiga lähedal nii et hoidma ise pisut tagasi kui uus album kuulama';tagasi;hoidma;non-literal;2.54;5.66;3.02;1.58;nom;part;yes;yes;0;108758;82453;1536
971;non-literal;4.33;'liisa ei hoidma oma vaimustus kuidagi tagasi';tagasi;hoidma;non-literal;2.15;3.18;5.08;1.29;nom;part;no;yes;0;108758;82453;1536
972;non-literal;4.33;'õnn hoidma ämm mina aeg-ajalt tagasi ja laps saama ikka inimene';tagasi;hoidma;non-literal;3.11;5.53;7.57;1.91;nom;part;yes;yes;0;108758;82453;1536
973;non-literal;3.67;'schumacher õnn hoidma ferrari-mees tema jõud tagasi';tagasi;hoidma;non-literal;2.9;3.25;7.31;3.27;nom;part;yes;yes;0;108758;82453;1536
974;non-literal;4.33;'muudkui naerma või siis hoidma naer tagasi';tagasi;hoidma;non-literal;4.01;7.29;0;7.29;nosubj;part;no;0;0;108758;82453;1536
975;non-literal;4.33;'hille ei suutma pisar tagasi hoida';tagasi;hoidma;non-literal;3.68;7.28;6.12;8.44;nom;part;no;yes;0;108758;82453;1536
976;non-literal;3.67;'kui mänguasi ajalugu tagasi vaatama siis nukk klots pall mänguloom olema see mis võima nimetama igihaljas';tagasi;vaatama;non-literal;3.93;7.25;0;0;nosubj;noobj;0;0;adt;108758;123733;1543
977;literal;0;'vaatama üle õlg tagasi ja tema olema enam';tagasi;vaatama;non-literal;3.08;8.88;1.91;0;nom;noobj;0;yes;0;108758;123733;1543
978;non-literal;3.67;'too aeg peale olema bush tagasi vaatama';tagasi;vaatama;non-literal;3.2;4.84;6.21;0;nom;noobj;0;yes;0;108758;123733;1543
979;non-literal;3.67;'mis üle sina tagasi vaatama uhkus tundma';tagasi;vaatama;non-literal;2.22;0.99;3.02;0;nom;noobj;0;yes;0;108758;123733;1543
985;non-literal;4;'nõnda püüdma tema tagasi võitma noorus mis olema tema ise meeles ohver tooma teadus';tagasi;võitma;non-literal;2.04;2.89;3.27;2.1;nom;part;no;yes;0;108758;106403;904
986;non-literal;4;'üks päev marssima sisse impulsiivne ex-abikaasa helen püüdma tagasi võitmaa mees armastus ja krediitkaart';tagasi;võitma;non-literal;4.04;6.02;7.3;4.82;nom;part;no;yes;0;108758;106403;904
987;non-literal;3.33;'alati kui see mees välismaa käima võitma tema sõiduraha mängupõrgu tagasi';tagasi;võitma;non-literal;3.47;5.54;3.27;5.69;nom;gen;no;yes;0;108758;106403;904
988;non-literal;4;'möödunud sügis tooma tema rakvere lava lavastus mis ei üllatama sisuline sügavus ent võitma rakvere teater tagasi rakvere vaataja';tagasi;võitma;non-literal;4.12;6.71;6.88;6.89;nom;gen;yes;no;0;108758;106403;904
989;non-literal;3.33;'ta minema tagasi võitma götzis pihk libisenud 100-150 punkt';tagasi;võitma;non-literal;4.54;5.84;3.27;5.65;nom;part;no;yes;0;108758;106403;904
990;non-literal;4;'tema olema arendama salakaval plaan kuidas oma firma tagasi võitma';tagasi;võitma;non-literal;2.45;3.44;0;5.84;nosubj;nom;no;0;0;108758;106403;904
991;non-literal;4;'milleks see meeleheitlik katse superstaar seisus tagasi võitma';tagasi;võitma;non-literal;2.99;3.74;0;2.64;nosubj;part;no;0;0;108758;106403;904
992;non-literal;4;'kui poliitik loobuma otsustusõigus püüdma rahvas see oma algatus tagasi võitma';tagasi;võitma;non-literal;2.56;3.7;6.55;2.13;nom;part;no;yes;0;108758;106403;904
993;non-literal;4.33;'ometi tunduma nagu soovima üks osa sina kolleeg kaotatud aeg tagasi võitma';tagasi;võitma;non-literal;2.61;4.11;6.97;3.47;nom;part;no;yes;0;108758;106403;904
997;literal;0;'see olema omanäoline terasrusikas sangar kes rind kuul tagasi põrkama';tagasi;põrkama;non-literal;3.88;3.88;8.5;0;nom;noobj;0;no;abl;108758;5557;145
998;non-literal;4;'29aastane kaunitar ei põrkama ookean sukelduma tagasi paisuv kõht teine näitamine';tagasi;põrkama;non-literal;5.16;7.84;7.06;0;nom;noobj;0;yes;el;108758;5557;145
999;non-literal;3.67;'erakonnakaaslane nägema vaatepilt mis tema kohkunult tagasi põrkama';tagasi;põrkama;non-literal;2.84;3.69;3.27;0;nom;noobj;0;yes;el;108758;5557;145
1000;non-literal;4;'üsna mitu üritaja olema pidama reaalsus siiski valus tagasi põrkama tema ise identiteet johtuv klišee tõttu';tagasi;põrkama;non-literal;2.08;2.22;4.82;0;nom;noobj;0;yes;el;108758;5557;145
1001;non-literal;4;'eesti pankur põrkama koit filiaal nagu pidalitõbine tagasi sest sealne laen olema kehv';tagasi;põrkama;non-literal;3.68;5.33;7.26;0;nom;noobj;0;yes;el;108758;5557;145
1002;literal;0;'peitel põrkama tuhm kolks tagasi';tagasi;põrkama;non-literal;5.34;8.03;8.58;0;nom;noobj;0;no;0;108758;5557;145
1003;non-literal;4;'seetõttu põrkama palju toimetaja tagasi negatiivne sisu moeuudis levitamine';tagasi;põrkama;literal;3.26;5.1;6.65;0;nom;noobj;0;yes;el;108758;5557;145
1004;non-literal;4;'ka tema ei põrkama tagasi mõrv ja terrorism ees nagu näitama itshak rabin tapmine';tagasi;põrkama;non-literal;3.35;4.48;3.27;0;nom;noobj;0;yes;in;108758;5557;145
1005;non-literal;3.67;'rataskott ja õllekast teekäija põrkama kohe uks tagasi';tagasi;põrkama;non-literal;4.65;7.37;5.85;0;nom;noobj;0;yes;abl;108758;5557;145
1006;literal;0;'teine korral üritama aken puruks lööma juba telliskivi aga see põrkama tagasi';tagasi;põrkama;non-literal;3.87;8.53;7.92;0;nom;noobj;0;no;0;108758;5557;145
1007;non-literal;4;'kuulsusrikaas minevik ja kohaspetsiifiline ajalooline urbanistlik substants rekonstrueerimine nimel olema riia vanalinn tagasi põrkama restaureerimispraktika ees';tagasi;põrkama;non-literal;2.55;4.03;0;0;nosubj;noobj;0;0;in;108758;5557;145
1008;non-literal;4;'jänki ei põrkama tagasi isegi kõige kohutavam terror';tagasi;põrkama;non-literal;2.48;3.76;5.02;0;nom;noobj;0;yes;el;108758;5557;145
1009;literal;0.67;'telefonivalitsus lauaülem muudkui lubama ja käskima ikka pool aasta pärast tagasi tulema';tagasi;tulema;literal;2.79;3.77;3.98;0;nom;noobj;0;yes;0;108758;619571;14783
1010;literal;1.33;'nii hoidma see lipp kõrgel ja heavy-metal kõrgperiood hakkama tagasi tulema';tagasi;tulema;non-literal;2.88;5.51;2.25;0;nom;noobj;0;no;0;108758;619571;14783
1011;literal;0;'iga päev sõitma harku ja õhtu tagasi tulema sööma kodu lähedal must kass kõrts';tagasi;tulema;literal;5.27;7;1.91;0;nom;noobj;0;yes;0;108758;619571;14783
1012;literal;1.33;'kevad olemasolu ja lähedus tulema meel lõhn tulema tagasi viirushaigus taganema väljas olema valge ja ilus';tagasi;tulema;non-literal;3.42;3.82;5.98;0;nom;noobj;0;no;0;108758;619571;14783
1013;literal;1.33;'vähehaaval hakkama mälu tagasi tulema ning tema asuma elatud elu tükk-tükk rekonstrueerima';tagasi;tulema;non-literal;2.38;2.32;1.85;0;nom;noobj;0;no;0;108758;619571;14783
1014;literal;0;'nii tuli rüütel mõni aasta eest venemaa tagasi võidsõnum et leppima kokku ingeri riik loomine';tagasi;tulema;non-literal;3.21;4.59;8.06;0;nom;noobj;0;yes;abl;108758;619571;14783
1015;literal;0;'tagasi tulema kell kümme õhtu ta saama terve';tagasi;tulema;literal;4.08;6.36;3.27;0;nom;noobj;0;yes;0;108758;619571;14783
1016;literal;0.33;'aga ega olema teine uus kõrts otsima kah mõte minema küll tema tulema siia tagasi';tagasi;tulema;non-literal;2.83;4.73;3.27;0;nom;noobj;0;yes;ill;108758;619571;14783
1017;literal;1.33;'see olema metafoor regresseeruma tulema oma eeldus juurde tagasi';tagasi;tulema;non-literal;1.76;1.31;1.21;0;nom;noobj;0;yes;ill;108758;619571;14783
1018;literal;0.33;'kaks õde tulema tagasi';tagasi;tulema;literal;4.82;7.25;7.25;0;nom;noobj;0;yes;0;108758;619571;14783
1019;literal;0.33;'kaks kiri tulema kiiresti tagasi';tagasi;tulema;literal;4.09;7.1;7.1;0;nom;noobj;0;no;0;108758;619571;14783
1028;non-literal;5;'tema poeg olema noor mees pistama noorik vahele';vahele;pistma;non-literal;4.96;7.34;6.94;0;nom;noobj;0;yes;0;11589;7454;77
1029;literal;0.33;'pistma juustukang ja singitükk vahele';vahele;pistma;non-literal;5.2;7.86;3.02;7.86;nom;nom;no;yes;0;11589;7454;77
1030;non-literal;5;'baaridaam hilka pistma rõõmsalt vahele et tea ja raido käekäik vastu tundma suur huvi ka tema teismeline laps';vahele;pistma;non-literal;3.55;4.76;7.8;0;nom;noobj;0;yes;0;11589;7454;77
1031;non-literal;5;'mees ikka pistma ilves enne vahele kui kersti iitsatama jõudma';vahele;pistma;non-literal;4.23;7.08;8.04;0;nom;noobj;0;yes;0;11589;7454;77
1032;non-literal;5;'vaps olema siis juba maha suruma see mina teadma hästi pistma ellu vahele';vahele;pistma;non-literal;2.77;4.19;6.64;0;nom;noobj;0;yes;0;11589;7454;77
1033;literal;0;'mäletama kui koolipoiss 20 aasta tagasi andma saari boney m värske plaat kuulama pistma vahele kirjake rebitud äär paberitükk';vahele;pistma;non-literal;4.51;5.85;1.91;6.9;nom;gen;no;yes;0;11589;7454;77
1034;non-literal;5;'mis sina nüüd perutama katsuma helenius vahele pistma';vahele;pistma;non-literal;3.62;6.62;6.62;0;nom;noobj;0;yes;0;11589;7454;77
1035;literal;0;'kaks tool korraga istuma olema paraku raske kippuma vahele kukkuma';vahele;kukkuma;non-literal;3.9;8.55;0;0;nosubj;noobj;0;0;0;11589;34756;16
1036;non-literal;5;'see aasta kaotama kriveljova sise-mm pavliš too kukkuma uuesti vahele';vahele;kukkuma;non-literal;3.64;5.4;1.94;0;nom;noobj;0;yes;0;11589;34756;16
1037;non-literal;5;'salaviinakaupmees kukkuma järjest vahele';vahele;kukkuma;non-literal;4.34;5.34;5.34;0;nom;noobj;0;yes;0;11589;34756;16
1038;non-literal;5;'paraku irvitama soomlane nüüdki eestlasne ja eesti seadus peale ja kukkuma uuesti vahele';vahele;kukkuma;non-literal;3.17;4.36;7.67;0;nom;noobj;0;yes;0;11589;34756;16
1039;non-literal;5;'salt lake city olümpia kukkuma venelanna larissa lazutina ja olga danilova doping vahele';vahele;kukkuma;non-literal;5.67;6.26;6.02;0;nom;noobj;0;yes;kom;11589;34756;16
1040;non-literal;5;'mis olema lahti kuulitõukaja juuni kukkuma dopingumaiustamine vahele koistinen treeningukaaslane petri torniainen';vahele;kukkuma;non-literal;4.89;6.75;7.31;0;nom;noobj;0;yes;kom;11589;34756;16
1041;non-literal;4.33;'väga vastu hakkama siinne sallimatus mis ilmselt tulema see et nõukogu aeg olema kõik sarnane ja ühetaoline';vastu;hakkama;non-literal;1.66;2.32;1.28;0;nom;noobj;0;no;0;82284;289194;3271
1042;non-literal;3.67;'berliner hakkama koos juut klassivend fritz rotstein vastu';vastu;hakkama;non-literal;4.41;5.76;5.43;0;nom;noobj;0;yes;0;82284;289194;3271
1043;non-literal;3.67;'poiss püüdma tema takistama kuid naine hakkama vastu ja ütlema et vanker ja laps olema tema oma';vastu;hakkama;non-literal;3.17;6.34;7.5;0;nom;noobj;0;yes;0;82284;289194;3271
1044;non-literal;3.67;'poolfinaal hakkama lase sitkelt vastu juhtima 2:0 laskma vastane järgi ise viies geim suutma andma uus lahing';vastu;hakkama;non-literal;3.27;4.8;0;0;nosubj;noobj;0;0;all;82284;289194;3271
1045;non-literal;3.67;'püüdma vastu hakkama aga lõpuks alistuma';vastu;hakkama;non-literal;1.35;0;1.91;0;nom;noobj;0;yes;0;82284;289194;3271
1046;non-literal;4.33;'mina keskealine hakkama nagu natuke vastu ja kole kah';vastu;hakkama;non-literal;2.25;0;0;0;nosubj;noobj;0;0;all;82284;289194;3271
1047;non-literal;4;'olema tuttav moodne filosoofiline mõte hakkama kundera mäng suur idee mina vastu';vastu;hakkama;non-literal;2.17;3;3.98;0;nom;noobj;0;no;all;82284;289194;3271
1048;non-literal;3.67;'üks mees ei julgema tema vastu hakkama või kallale kippuma';vastu;hakkama;non-literal;3.52;7.31;7.31;0;nom;noobj;0;yes;all;82284;289194;3271
1049;non-literal;4.33;'udo hakkama vastu kõik mis olema vastuolu terve mõistus';vastu;hakkama;non-literal;2.16;3.5;2.09;0;nom;noobj;0;no;all;82284;289194;3271
1050;non-literal;4.33;'pealegi kes võima vastu hakkama maaliline viinamarjaväli näitamine teleekraan';vastu;hakkama;non-literal;3.15;6.28;3.88;0;nom;noobj;0;no;all;82284;289194;3271
1051;non-literal;3.67;'horibe hakkama samuti surm vastu see et loobuma otsustavalt enesetapp';vastu;hakkama;non-literal;2.08;3.44;2.08;0;nom;noobj;0;yes;all;82284;289194;3271
1052;non-literal;3.67;'kindlasti hakkama vastu suurem osa ettevõtja';vastu;hakkama;non-literal;2.19;3.57;5.24;0;nom;noobj;0;yes;0;82284;289194;3271
1053;non-literal;3.67;'teiseks kes mina oma nõrkus mõtlema vastu hakkama?';vastu;hakkama;non-literal;1.6;1.64;1.91;0;nom;noobj;0;yes;all;82284;289194;3271
1054;non-literal;3.67;'mis panema hollandlane serblane klaas kokku lööma tugevam olema mõte vastu hakkama';vastu;hakkama;non-literal;3.43;5.07;0;0;nosubj;noobj;0;0;all;82284;289194;3271
1055;non-literal;3.67;'maarjamaa olema ise võtma ükskõik missugune võõrvägi tahes eestlane ei olema siiski vastu hakkama';vastu;hakkama;non-literal;2.31;4.9;5.74;0;nom;noobj;0;yes;0;82284;289194;3271
1056;non-literal;3.67;'nukud-näitleja hakkama oma lavastaja vastu';vastu;hakkama;non-literal;2.91;7.16;7.49;0;nom;noobj;0;yes;all;82284;289194;3271
1057;non-literal;4.33;'aus müüja selline konkurents vastu panema ei suutma';vastu;panema;non-literal;2.88;5.54;7.64;0;nom;noobj;0;yes;all;82284;194390;1859
1058;non-literal;3.67;'heinmaa olema vastu panema loomupärane musikaalsus erksus filigraansus kõik detail';vastu;panema;non-literal;2.46;2.94;0;0;nosubj;noobj;0;0;0;82284;194390;1859
1059;non-literal;4.33;'täiskasvanu olema siiski laps kergem batsill vastu panema';vastu;panema;non-literal;3.66;6.93;0;0;nosubj;noobj;0;0;all;82284;194390;1859
1060;non-literal;4.33;'iraak panema vastu lääns lennupatrull';vastu;panema;non-literal;3.34;4.23;4.31;0;nom;noobj;0;yes;all;82284;194390;1859
1061;non-literal;4.33;'mina olema too noormees nagu laps küpsisevaagen ükskord tema ei suutma enam kiusatus vastu panema ja sirutama käsi';vastu;panema;non-literal;2.83;5.73;3.27;0;nom;noobj;0;yes;all;82284;194390;1859
1062;non-literal;3.67;'mida olema mina vastu panema lääs naine kes saama abordiõigus enamasti 70s';vastu;panema;non-literal;2.54;4.68;0;1.14;nosubj;part;no;0;all;82284;194390;1859
1063;non-literal;4.33;'toompea panema riigikogu aga venelane piiraja vapralt vastu';vastu;panema;non-literal;3.34;4.91;6.51;0;nom;noobj;0;yes;all;82284;194390;1859
1064;non-literal;4.33;'kuidas sina valetamine vastu panema';vastu;panema;non-literal;1.98;1.3;3.02;0;nom;noobj;0;yes;all;82284;194390;1859
1065;non-literal;3.67;'mina eesti olema muu vastu panema kui gorbatšov visiit tallinn kümme aasta eest';vastu;panema;non-literal;3.02;3.9;0;3.11;nosubj;part;no;0;0;82284;194390;1859
1066;non-literal;4.33;'kõik see võima tugev närv naaber veel vastu panema kuid üks tegur katkestama kannatus lõplik';vastu;panema;non-literal;2.78;4.43;7.65;0;nom;noobj;0;yes;all;82284;194390;1859
1067;non-literal;3.67;'ehak olema väga konkreetne dokument mis pidama vastu panema sama konkreetne alternatiivne idee';vastu;panema;non-literal;2.53;5.11;0;2.78;nosubj;nom;no;0;all;82284;194390;1859
1068;non-literal;3.67;'tema võima juhi soov saama asfaldineelaja mis vaid vähene kaasliikleja miski vastu panema';vastu;panema;non-literal;2.5;3.74;0;1.41;nosubj;part;no;0;all;82284;194390;1859
1072;non-literal;3.33;'nrg küsima vastu pool loodav firma aktsia';vastu;küsima;non-literal;3.98;4.82;5.19;6.28;nom;nom;no;yes;0;82284;76304;561
1073;non-literal;3.33;'vastu küsima savisaar lukas linnavolikogu esimees koht ning kuni kahehääleline esindatus linnavalitsus';vastu;küsima;literal;3.67;4.83;5.99;4.85;nom;part;no;yes;0;82284;76304;561
1077;non-literal;4.67;'on hea et näitus see stereotüüp vastu rääkima';vastu;rääkima;non-literal;2.28;3.48;5.64;0;nom;noobj;0;no;all;82284;249106;286
1078;non-literal;3.33;'kui lavastaja kinnitama et ehe suhe kujutamine kunst olema võimalik ilma ehe seks rääkima tema iseenese vastu';vastu;rääkima;non-literal;3.23;4.78;3.27;0;nom;noobj;0;yes;all;82284;249106;286
1079;non-literal;4.67;'sageli võima kehakeel vastu rääkima või isegi ümber lükkama mina sõna';vastu;rääkima;non-literal;2.61;3;1.75;0;nom;noobj;0;no;0;82284;249106;286
1080;literal;2;'tihti käituma alluv juht juuresolek alandlikult ja püüdma mitte vastu rääkima';vastu;rääkima;non-literal;2.33;3.91;3.77;0;nom;noobj;0;yes;0;82284;249106;286
1081;literal;2;'tema juba vastu ei rääkima';vastu;rääkima;non-literal;2.28;0;0;0;nosubj;noobj;0;0;all;82284;249106;286
1083;literal;2;'mina ei leidma ju prügikast kuhu see panema rääkima noormees õhin vastu';vastu;rääkima;non-literal;3.16;7.94;7.04;0;nom;noobj;0;yes;0;82284;249106;286
1084;non-literal;3.67;'ka riigiametnik rääkima ise vastu';vastu;rääkima;literal;3.49;6.87;6.87;0;nom;noobj;0;yes;all;82284;249106;286
1085;non-literal;4.67;'kuna teooria ja praktika rääkima teineteise mõneti vastu siis tekkima küsimus kumb suund järgimine muutma mina edukas';vastu;rääkima;non-literal;1.82;2.54;2.01;0;nom;noobj;0;no;all;82284;249106;286
1086;literal;2;'see olema sama ohtlik nagu auto sõitmine kunagi ei tedma millal mõni hull sina selg sõitma rääkima arno vastu';vastu;rääkima;non-literal;3.29;5.98;3.97;0;nom;noobj;0;yes;0;82284;249106;286
1087;non-literal;4.33;'aga välisminister põrutama vastu kes kurat siis laulupidu helsingi minema';vastu;põrutama;non-literal;3.75;5.59;6.69;0;nom;noobj;0;yes;0;82284;3946;107
1088;non-literal;4.33;'põrutama vastu professionaalselt tema ajama oma asi mina oma';vastu;põrutama;non-literal;2.92;3.59;3.27;0;nom;noobj;0;yes;0;82284;3946;107
1089;literal;1.67;'kui lõunaslaavlane eestlane küünarnukk lööma põrutama mina mees kartmatult vastu';vastu;põrutama;non-literal;4.08;6.54;7.31;0;nom;noobj;0;yes;0;82284;3946;107
1090;non-literal;4.33;'raske seletama kuid sisetunne ütlema võitja tulema mina põrutama sakslane vastu';vastu;põrutama;non-literal;2.93;3.79;6.61;0;nom;noobj;0;yes;0;82284;3946;107
1091;non-literal;4.33;'see olema hc kehra vaid hc kehva põrutama teine mees vastu';vastu;põrutama;non-literal;4.25;5.14;7.31;0;nom;noobj;0;yes;0;82284;3946;107
1092;non-literal;4.33;'kui tõnis lukas ja jüri adams püstitama kultuuriministeerium tartu kolimine mõte põrutama erakonnakaaslane vardo rumessen tema vastu et kultuur asub tallinn';vastu;põrutama;non-literal;4.5;5.49;6.3;0;nom;noobj;0;yes;0;82284;3946;107
1093;non-literal;3.67;'usa kaitseminister sõna olema kajama vastu kogu maailm';vastu;kajama;non-literal;4.19;5.78;4.24;0;nom;noobj;0;no;0;82284;605;111
1094;non-literal;4;'raske olema panema vastu kajama tühi pea nentima kunagi satiirik lec';vastu;kajama;non-literal;3.43;6.19;8.42;0;part;noobj;0;no;0;82284;605;111
1095;literal;1.33;'mets kajama laul vastu';vastu;kajama;non-literal;5.66;8.07;8.42;0;nom;noobj;0;no;el;82284;605;111
1096;literal;1.33;'tema hääl kajama võlv vastu ning tekitama poiss mõnevõrra õõvas tunne';vastu;kajama;non-literal;3.55;5.87;7.51;0;nom;noobj;0;no;abl;82284;605;111
1097;non-literal;4;'rahvas tahe pidama vastu kajama ka toompea ja kadriorg';vastu;kajama;non-literal;3.54;4.77;1.24;0;nom;noobj;0;no;abl;82284;605;111
1098;literal;1.33;'kui olema tuju laulma ka kõrge redel otsas lühter pühkima ja saal kajama vastu';vastu;kajama;non-literal;4.49;7.1;8.64;0;nom;noobj;0;no;0;82284;605;111
1099;non-literal;4;'tema kajama vastu sajandivahetus kultuuriline kuldajastu muusika arhitektuur kirjandus ja maalikunst';vastu;kajama;non-literal;3.47;4.22;3.27;0;nom;noobj;0;yes;in;82284;605;111
1100;non-literal;4;'evf eelarve defitsiit ei maksma rääkima abipalve riik poole ei kajama vastu';vastu;kajama;non-literal;3.23;4.06;2.67;0;nom;noobj;0;no;0;82284;605;111
1101;non-literal;4;'et autoritekst kajama vastu rahva suu ning kuulujutt teatavasti meelsasti tõde pea pakkuma olema visser siiski pidama mõningas kuulma fakt üle kontrollima';vastu;kajama;non-literal;3.13;5.13;8.6;0;nom;noobj;0;no;0;82284;605;111
1102;non-literal;4;'sootuks kõvemini kajama asi vastu venemaa';vastu;kajama;non-literal;3.2;3.25;3.59;0;nom;noobj;0;no;ad;82284;605;111
1103;non-literal;4;'kas see ka vene inimene süda vastu kajama peaks hakkama';vastu;kajama;non-literal;3.43;6.19;2.13;0;nom;noobj;0;no;in;82284;605;111
1104;non-literal;4;'möödanik rudiment kalduma pidama kunst olupoliitiline tarbetekst mis kajama vastu tänapäev kuid olema otstarve ja mõju žurnalistika';vastu;kajama;non-literal;2.15;2.7;1.14;0;nom;noobj;0;no;in;82284;605;111
1105;literal;1.33;'tähtvere rahvas mäletama kuidas merzin korsten otsas laulma nii et linn vastu kajama';vastu;kajama;non-literal;4.55;7.28;7.43;0;nom;noobj;0;no;0;82284;605;111
1106;non-literal;4;'press kajama vastu';vastu;kajama;literal;4.24;6.21;6.21;0;nom;noobj;0;yes;0;82284;605;111
1107;non-literal;4;'poelett tühjus kajama vastu isegi nato peakorter brüssel';vastu;kajama;non-literal;4.27;5.26;1.8;0;nom;noobj;0;no;in;82284;605;111
1108;non-literal;4.33;'maja olema praegugi saepuruplaat sein lööma klaasvatt vahtima vastu';vastu;vahtima;literal;5.34;8.32;7.87;0;nom;noobj;0;no;0;82284;2255;94
1111;non-literal;4.33;'hommik kui üles ärkama vahtima tema vastu politseinik püssitoru';vastu;vahtima;non-literal;4.52;6.37;5.99;0;nom;noobj;0;no;0;82284;2255;94
1113;non-literal;4.33;'inimlik muutuma deemonlik nägu lahustuma värv ja vorm samas vahtima värviplärakas mina 21 kompuutrisilm vastu';vastu;vahtima;non-literal;3.63;7.61;7.33;0;nom;noobj;0;no;0;82284;2255;94
1114;non-literal;4.33;'supilinn häälestama mina eestiaegne laine kuid trepikoda astuma vahtima vastu sovjetiaeg';vastu;vahtima;literal;4.01;5.91;1.87;0;nom;noobj;0;no;0;82284;2255;94
1115;literal;1;'shtooooo kostis kassaluugist vastu';vastu;kostma;non-literal;4.93;8.08;0;0;nosubj;noobj;0;0;0;82284;9586;72
1116;literal;1;'kuidas mets hõikama nõnda mets vastu kostma';vastu;kostma;literal;4.32;8.42;8.42;0;nom;noobj;0;no;0;82284;9586;72
1117;non-literal;3;'lugema kokku kõik see pihk itsitamine küüniline irve ning õõksudes naermine mis vint jutt vastu kostma';vastu;kostma;non-literal;3.77;5.51;4.87;0;nom;noobj;0;no;0;82284;9586;72
1118;literal;1;'sest kes see ikka tahtma olema juht kui teine iga uuendus või teistmoodi mõtlemine peale kümme sõna vastu olema kostma';vastu;kostma;non-literal;2.61;3.43;0;4.24;nosubj;part;no;0;0;82284;9586;72
1119;literal;1;'kui tõnis haldna linn oma maarjamäe maja jõudma ja hüüdma üle uks tere kostma tema vastu palju tere';vastu;kostma;non-literal;4.41;6.09;2.78;0;nom;noobj;0;no;0;82284;9586;72
1120;literal;1;'vanamees kostma vastu et kui tema ei paljunema kaduma eesti rahvas ära';vastu;kostma;non-literal;3.16;5.14;6.48;0;nom;noobj;0;yes;0;82284;9586;72
1121;literal;1;'alati olema mõte rääkima kostma kindral vastu';vastu;kostma;non-literal;3.1;4.19;7.11;0;nom;noobj;0;yes;0;82284;9586;72
1122;non-literal;4;'see valge hammas hommikumantel ja rünkpilv särama vastu hingetühjus';vastu;särama;non-literal;4.71;6.25;1.8;0;nom;noobj;0;no;in;82284;5571;68
1123;non-literal;4;'suur õnn särama noormees nägu vastu kui tema lubama üks õhupall täis puhkuma';vastu;särama;non-literal;4.32;6.21;0.75;0;nom;noobj;0;no;abl;82284;5571;68
1124;literal;1;'kilomeeter kaupa särav kõrbeliiv vastu kõikvõimalik ilutuli';vastu;särama;literal;4.78;6.94;6.38;0;nom;noobj;0;no;abl;82284;5571;68
1125;literal;1;'avama uks ja see taga olema midagi taevas särama vastu täht alla vaatama nägema vaid maja rusu';vastu;särama;non-literal;3.89;6.53;7.06;0;nom;noobj;0;no;el;82284;5571;68
1126;literal;2;'märkama ripse vahelt et ka ilus noor tiibeti laama silm särama vastu müstiliselt langetatud laug tagant';vastu;särama;non-literal;4.28;7.49;5.24;0;nom;noobj;0;no;el;82284;5571;68
1127;non-literal;5;'kui ttü koos maailm juhtiv instituut kinnitama üks teaduste akadeemia aga raiuma vastu hoopis teine olema miski väga valesti';vastu;raiuma;non-literal;3.47;5.67;5.83;4.49;nom;part;no;yes;0;82284;4618;55
1128;non-literal;5;'treener raiuma uskumatu visadus vastu et küsimus olema tema taktika vaid hoopis vastane tugevus';vastu;raiuma;non-literal;2.77;3.17;7.23;0;nom;noobj;0;yes;0;82284;4618;55
1129;non-literal;5;'üks pool süüdistama teine valetamine teine raiuma kolmeaastane komme vastu ise valetama ise olema loll';vastu;raiuma;non-literal;3.16;3.34;4.49;0;nom;noobj;0;yes;0;82284;4618;55
1130;non-literal;5;'ei olema üleeilne täna püüdma raiuma sohitegemine süüdistatav kindlalt vastu';vastu;raiuma;non-literal;2.2;1.59;2.07;0;nom;noobj;0;yes;0;82284;4618;55
1131;non-literal;5;'uibopuu raiuma vastu venitamine ei kestma nädal või kuu vaid aasta';vastu;raiuma;non-literal;4.09;4.88;6.95;0;nom;noobj;0;yes;0;82284;4618;55
1132;non-literal;5;'miks sina kippuma minu vanem talu raiuma viro vastu ning lisama et lapsepõlvekodu tagasi taotlema olema häbiasi';vastu;raiuma;non-literal;3.05;5.21;6.16;0;nom;noobj;0;yes;0;82284;4618;55
1134;non-literal;4.33;'vahetult enne jõulud võtma valitsus vastu oodatud kuid täielikult salajane iseloom otsus';vastu;võtma;non-literal;2.3;3.34;3.82;1.97;nom;gen;no;yes;0;82284;350220;35929
1135;non-literal;4;'lennuk välja astuv eestlane võtma vastu meeletu kuumus ja niiskus';vastu;võtma;non-literal;4.18;6.63;6.2;5.74;nom;part;yes;no;0;82284;350220;35929
1136;non-literal;4.33;'laps võima vastu võtma nii õudus kui ka üksindus';vastu;võtma;non-literal;2.34;3.68;7.62;1.85;nom;part;no;yes;0;82284;350220;35929
1137;non-literal;3.67;'põhjamaa võtma vastu schengen liit';vastu;võtma;non-literal;3.55;4.47;0;5.4;nosubj;nom;yes;0;0;82284;350220;35929
1138;non-literal;4.33;'narva ja sillamäe olema tava uus aasta vastu võtma nii moskva kui eesti aeg järgi';vastu;võtma;non-literal;2.81;3.99;0;3.56;nosubj;part;no;0;0;82284;350220;35929
1139;non-literal;4.33;'kaitse ei paistma kumbki eriti korda minema ja tartlane võtma vastu järjekordne napp kaotus';vastu;võtma;non-literal;2.51;3.53;6.06;2.28;nom;part;no;yes;0;82284;350220;35929
